id,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type,precio_en_miles
uyxVegObO5qhpLnW+9GfwQ==,Villa Ortuzar,2,1,48,43,86000,Departamento,86
/dSD5+HHVdONWipo/ZvZow==,Villa Ortuzar,2,1,97,58,220000,Departamento,220
g6QhA4QgysRvbo8uisSfug==,Villa Urquiza,2,1,41,36,84000,Departamento,84
3/80PhklhJUxXnNH+GB7pg==,Parque Chacabuco,2,1,41,31,79000,Departamento,79
7J+CgJDAxnSTwM/xa3MrWw==,Villa del Parque,2,1,48,43,120000,Departamento,120
Pi+Wgz23kByKjfDiYqw1sg==,Flores,3,2,165,135,168000,PH,168
KnXi2w1mZ2H6gqA7iK7Jag==,Almagro,3,1,65,62,108000,PH,108
OJ7WCgab8toJ9UrCspFvMg==,Almagro,3,2,89,80,135000,PH,135
OPUU7jmqRsGb5pH1Pk9YAw==,Caballito,3,1,103,83,165000,PH,165
XlSloZDKVh+vusLvJdmaHg==,Villa Urquiza,3,2,142,95,235000,PH,235
4v2dS6Qyb8YzYuLFCGZ1qQ==,Villa Pueyrredón,3,2,68,58,79000,PH,79
c2ATTdSKeEO8ESkNSfH+cQ==,Flores,3,1,50,50,75000,Departamento,75
c858ajZ3Cn4MSXKYX/+ciw==,Flores,3,2,76,70,174000,Departamento,174
eLOk2iFlGxx34gNXpYaSZA==,Nuñez,3,2,82,72,259000,Departamento,259
0D54bSMgNtBIU42/jVLX5A==,Nuñez,3,2,67,61,169000,Departamento,169
1iIds9Yeg1TgRtEQci9YLQ==,Nuñez,3,2,82,72,259000,Departamento,259
tA2px+Yc66kExWy8SjLhCA==,Nuñez,3,1,52,52,125000,Departamento,125
LHwuWJFqzz1oYh0SYYn3vg==,Retiro,3,1,57,48,112000,Departamento,112
0Qs31inrGohyXN4oc2tgSQ==,Almagro,3,1,75,75,125000,Departamento,125
7IjoL8OActKnSg8R+rYD9A==,Palermo,3,1,66,60,220000,Departamento,220
rGs/I28i8EFm6fOBnbiU5w==,Palermo,3,1,91,59,155000,Departamento,155
zwMIqEVCfYWuRmwwKtHLow==,Palermo,3,1,82,77,205000,Departamento,205
zqWE/1lMWiJXOEM4M37bkQ==,Palermo,3,1,53,50,129000,Departamento,129
QdSDy3CN6ywi5ioZ7LzXBg==,Palermo,3,1,75,65,195000,Departamento,195
jA7491+eK2lXTBMCvrcx9w==,Palermo,3,2,84,64,260000,Departamento,260
V9JONBMNZLOkAulLlnJOvw==,Palermo,3,2,100,90,219000,Departamento,219
DYrVzAI5ia/3SxVyHgTMmw==,Palermo,3,2,165,90,285000,Departamento,285
eUTl3Vw0DcM1XWq/ilxBzQ==,Belgrano,3,1,62,62,150000,Departamento,150
NM7XLXcIxG1H1vuvAHKQ+A==,Belgrano,3,2,120,100,390000,Departamento,390
F/y1858Cdy8PiuNbyAOT5w==,Belgrano,3,1,79,79,220000,Departamento,220
4bccLHjQI2mfFurwy2qIMQ==,Belgrano,3,2,120,100,390000,Departamento,390
vZb1ZWKcNfBNiMHeHHTkrg==,Belgrano,3,2,64,60,185000,Departamento,185
dScuFuKT/gYkYeDVG375Eg==,Floresta,3,1,56,53,99000,Departamento,99
QhIkz8kEWPUWUSl+7d0P3g==,Recoleta,3,1,47,44,135000,Departamento,135
FDeaL8/wHDbfkxuST4LlSQ==,Recoleta,3,2,158,109,245000,Departamento,245
if9g75L/x71NGZ7c7BNERg==,Saavedra,3,2,74,68,140000,Departamento,140
aNssZsPABdWAEKxPeTsTpA==,Saavedra,3,2,98,63,180000,Departamento,180
5kBrzexyqQfu7QhK/kpysQ==,Caballito,3,1,71,53,150000,Departamento,150
sPb3HVpoUy7mt3PFPa20FA==,Caballito,3,1,92,80,239900,Departamento,240
vlq8uzT0BUQ0z4oAXVsZ5A==,Caballito,3,1,77,67,175000,Departamento,175
QYTMIDBImOewfyTJj1jISw==,Caballito,3,1,75,65,165299,Departamento,165
c/++Z0/fbsCMiNNcZ3YapQ==,Caballito,3,1,75,65,173500,Departamento,174
AZXj2yTRKebiXBbLsnJXvg==,Caballito,3,1,72,66,120000,Departamento,120
fgc1i98ZFnHhc8hcuMrQyA==,Caballito,3,1,75,65,165500,Departamento,166
/t3abY0wRwLCbs+fNgqIxw==,Caballito,3,1,58,58,94000,Departamento,94
Cl+Pkep4kaH7Ia1zs2TZsw==,Caballito,3,1,56,48,129000,Departamento,129
2zssNaVGtK6NJDeRty86Kg==,Caballito,3,1,60,52,140000,Departamento,140
+jKKe0NW+GObknNMokGSyA==,Caballito,3,2,75,71,199000,Departamento,199
JAq0miICHuuj1Ur+4B6LxQ==,Mataderos,3,1,45,45,38000,Departamento,38
4gpLxbTAQHZ6IY0NIFmwzg==,Versalles,3,1,67,61,122000,Departamento,122
Tvr56PkuU5qKvXLI76vbLw==,Colegiales,3,1,61,55,125000,Departamento,125
oH2O23tEegOE+nSiHfzLNA==,Colegiales,3,1,73,48,117000,Departamento,117
E7UavQ1JnZbhIO/UJ5LX1g==,Villa Luro,3,1,68,51,135000,Departamento,135
SltZ01pGUuzfUmQjL01vIA==,Villa Real,3,1,67,61,122000,Departamento,122
PEUYlnAO2uzatBFp3dn26g==,Barrio Norte,3,1,112,56,155000,Departamento,155
xHv0pc4XwThilCTcNtJCLQ==,San Nicolás,3,1,68,66,85000,Departamento,85
HLeZJH8BAIdSoB86EoFfYw==,San Nicolás,3,1,77,69,88000,Departamento,88
BHEEaR4TY6JEDkViyGEiRQ==,Villa Crespo,3,1,63,60,162000,Departamento,162
RWCdSFbI6V8EEvxUFDVEIQ==,Villa Devoto,3,2,99,82,312000,Departamento,312
SmnsHN0XxE372ay6iVIEVA==,Puerto Madero,3,2,101,86,425000,Departamento,425
jKlfEfpKlZ4ApUg26+jadg==,Puerto Madero,3,2,190,170,1020000,Departamento,1020
o7FqhcNh7OAaNDCueiSQng==,Puerto Madero,3,3,185,175,920000,Departamento,920
Znjvu8dxOucb1NI1k+OamQ==,Puerto Madero,3,3,185,175,950000,Departamento,950
KOihJpfFKmsQHrSK7PeOFw==,San Cristobal,3,1,69,69,90000,Departamento,90
NcnwghBcy2pSKoEPVmr0Tw==,Villa Urquiza,3,1,60,55,163000,Departamento,163
UaWgGnP14dQ7QH6tMs3JJw==,Villa Urquiza,3,1,70,60,210000,Departamento,210
N7tQByCAAv7YCt1dJhH+Tg==,Parque Chacabuco,3,2,65,58,145000,Departamento,145
CbhfxxbC3WkynU4PsMyjUQ==,Flores,4,2,109,109,109000,PH,109
Cy3jMnruz85A4S+5yNTy+Q==,Flores,4,2,75,75,110000,PH,110
pcKMuZnpaiNbqjnb5WiM4Q==,Nuñez,4,1,220,103,260000,PH,260
rczysHcG2PfiDR9I5bgZ0g==,Almagro,4,2,192,175,280000,PH,280
rakXRZkiYH28cwwi9jrKGA==,Palermo,4,2,85,85,195000,PH,195
ewbvor6AYW26r47MCuTLjw==,Floresta,4,1,112,69,119000,PH,119
nsV+kMgwT86gYYE0fpN3ng==,Floresta,4,2,98,78,128000,PH,128
abaE5c3HTCwjefXn0FPSgw==,Floresta,4,2,98,78,128000,PH,128
JFWiDzM0kB10Nc1zXlGRCQ==,Villa Devoto,4,1,145,106,240000,PH,240
qZYm/uiQI6OgZWWbzh2Qhg==,Parque Patricios,4,2,205,170,210000,PH,210
JHCZcTcQWnFAq5TDu8810Q==,Villa Crespo,4,1,150,80,186000,Casa,186
FV59uFhgYjLMrjpSB95l/g==,Nuñez,4,3,214,110,345000,Departamento,345
4j4L95/029rc2gQyPZX5Nw==,Nuñez,4,1,76,71,149000,Departamento,149
BP+/c5z+jFNyK0WXsU8NUQ==,Palermo,4,2,96,96,198000,Departamento,198
APsc+SstLA+uHzBaEsqSIw==,Palermo,4,2,100,90,279000,Departamento,279
ZduYvDvbRvsIwUdTr0yqQg==,Palermo,4,2,100,90,279000,Departamento,279
pLsovfPVMkB7Cd1DxlD5Qw==,Palermo,4,4,290,290,890000,Departamento,890
mX0AbIUExF3o4cCd4AGtBw==,Palermo,4,3,200,180,598000,Departamento,598
QcTOjAhUKzsVkm3DlM2Z+g==,Belgrano,4,3,200,180,598000,Departamento,598
XIucVUvHurEyVTsCabbiAA==,Belgrano,4,2,179,90,310000,Departamento,310
KFHfBdsFAJhnHxy0FlFU0Q==,Recoleta,4,3,195,175,450000,Departamento,450
bYOxBi2NdJHGG0Wx1W9Cjg==,Recoleta,4,4,290,290,890000,Departamento,890
CO8JYawd4gjNywz4iWWDcQ==,Balvanera,4,1,91,91,157999,Departamento,158
4scSuaJsZc80q04GTOHu/A==,Caballito,4,2,100,100,289000,Departamento,289
rUHz/aSFjP0gk/n2KyR3TA==,Caballito,4,1,74,71,140000,Departamento,140
ZtQOs4rmOqxt+pNcUxDPtQ==,Caballito,4,2,103,97,390000,Departamento,390
LtM2Eb4Be4Ur9lbHlc6GMA==,Barrio Norte,4,1,75,66,189000,Departamento,189
WczsW+baXmmtMRgoh8fDoQ==,Barrio Norte,4,4,290,290,890000,Departamento,890
xpLVyz3b9GPrdazhyzeJAQ==,Villa Devoto,4,3,239,200,1000000,Departamento,1000
CFs0uwUHXYr+5Bk96f38Rw==,Villa Devoto,4,3,310,268,1300000,Departamento,1300
RPEW7wfMXX9rFnxhNi/y9g==,Villa Devoto,4,3,310,268,1300000,Departamento,1300
5O4igFGMo5JvR3ySTcBe8A==,Villa Devoto,4,2,123,98,297000,Departamento,297
iAZlCIKOG2SxiubiQi0MZQ==,Puerto Madero,4,2,109,97,435000,Departamento,435
pviP53Iy1RVSO8Kf45jZnw==,Parque Patricios,4,2,85,85,168000,Departamento,168
daoUIQId40Nfu22rlJ/zwQ==,Palermo,5,3,163,130,350000,Departamento,350
Ou5yjccyLbYpcR5EAZMsmg==,Palermo,5,4,290,290,890000,Departamento,890
g4BngkToRu9De9/cBkig4g==,Belgrano,5,3,180,180,595000,Departamento,595
SbX8Cw8Id35yRAFKCw2o9Q==,Recoleta,5,4,290,290,890000,Departamento,890
AEap77MbRjtqnVx2tSRQ7g==,Barrio Norte,5,4,290,290,890000,Departamento,890
RIqFGfbkKrB5E+q0rQMAsQ==,Saavedra,6,2,150,150,320000,Casa,320
s/wPP+bKxk90xb7DVaPnfQ==,Palermo,6,4,170,151,340000,Departamento,340
9od8lLcvcdfcSsaYUtG4hg==,Recoleta,6,2,185,172,390000,Departamento,390
u3jY20rqFXLuuztkbOjLvQ==,Recoleta,6,2,185,172,390000,Departamento,390
WXTqTWqzuXUN8wgIs8CWiw==,Barrio Norte,6,2,192,157,460000,Departamento,460
zYxGIdJBpv4vd58W0nMAxg==,Belgrano,7,2,339,228,1100000,Casa,1100
AaymJwohn274ZH9wok0Qew==,Versalles,7,2,260,161,257000,Casa,257
qgEsVhw5KuTJ1MKkQeu66g==,Barrio Norte,7,2,238,229,650000,Departamento,650
dhshd7Aa6l5y4Lc7nlDCyA==,Barrio Norte,7,2,200,200,550000,Departamento,550
0TiYOZyuN3J/+0bSDCreLQ==,Palermo,8,2,225,110,240000,PH,240
2/Dnv+QcrXHjeg+lEOmqnA==,Recoleta,10,3,326,326,790000,Departamento,790
zIc1DxbkYs5+bo3x04puiQ==,Balvanera,8,4,177,170,149000,Departamento,149
OJ71TeTBP56h/0PBTLwaCg==,Palermo,1,1,35,35,80500,Departamento,80
rzRXxKhNMqno9cy4YrqOYg==,Palermo,1,1,35,32,89500,Departamento,90
pzzZNC/wII+evH2b2UcCnA==,Palermo,1,1,28,28,68000,Departamento,68
O2naSOe9KOJjn4tEVAJiCQ==,Palermo,1,1,32,32,77500,Departamento,78
OCczZ2cHX1llxynQiG8P4A==,Palermo,1,1,36,31,62492,Departamento,62
GI+HSeCcuTasamcJ1tlO/Q==,Palermo,1,1,38,33,59768,Departamento,60
xQtyZ/rNibHH3eQ1HTe+Xw==,Palermo,1,1,36,33,93500,Departamento,94
wsIaIGUBv/X2OGriKTkdug==,Palermo,1,1,32,25,83500,Departamento,84
8tetJePRn5mj5DJCaiL7/w==,Palermo,1,1,36,33,90500,Departamento,90
qGvdM8vjE+3mxqqm2ZLR9g==,Palermo,1,1,36,32,87500,Departamento,88
DynjqA28XB4f6C79GO8Ctw==,Palermo,1,1,36,32,90000,Departamento,90
Z8oGq++lrwj4aGVsXlt3Fg==,Palermo,1,1,66,36,135500,Departamento,136
A205vikYa8P4ImLvYvHXnA==,Palermo,1,1,36,33,91500,Departamento,92
Y6CLezfdRQijZbJg8wwLRA==,Palermo,1,1,35,31,100500,Departamento,100
EpeqDafD5nHUezzFOHkdFQ==,Palermo,1,1,35,31,91500,Departamento,92
dKuEpJDTiqZETkxFjdMpyQ==,Palermo,1,1,35,31,92000,Departamento,92
/HvusLOlA6Bu9CnZpAxRYg==,Palermo,1,1,35,31,97000,Departamento,97
I/xeIOfn65w+Tv3QCDuJUA==,Palermo,1,1,36,32,92000,Departamento,92
/Z4p9VlL/xsERtDCqRvA/g==,Palermo,1,1,36,32,94000,Departamento,94
Fc3KRLF+y89DvnU8BZBYvw==,Palermo,1,1,34,29,88000,Departamento,88
9O15uaV/zjXeL3WBBhXTWA==,Palermo,1,1,32,25,82000,Departamento,82
EiyRkYVJIhUjHja3Gjq11g==,Palermo,1,1,36,33,95000,Departamento,95
0/zqiPHG/SdYzQc3SHaawg==,Palermo,1,1,35,31,88000,Departamento,88
IWWGiyILA19tOtC5+xSyHg==,Palermo,1,1,36,33,89000,Departamento,89
jMgDgoEFnVBYTcYcNKBZ7Q==,Palermo,1,1,35,31,90000,Departamento,90
DUG1ng8lGQCdbWbGkucb5Q==,Nuñez,1,1,48,40,99990,Departamento,100
bLUzoUEajLOSdKIp/m20ow==,Almagro,1,1,36,32,83000,Departamento,83
tB/CGc53YZpverFOoLnPQQ==,Almagro,1,1,28,26,42000,Departamento,42
zWLxpljWevEaKcMxkcMhFQ==,Palermo,1,1,27,24,59000,Departamento,59
coBTMNgFVGaTqoPNOtiPtw==,Palermo,1,1,36,33,98000,Departamento,98
8dkAqQtjp7GD9s+ygd4o3w==,Paternal,1,1,32,32,61000,Departamento,61
Bi891hL2Uh9p1DDGJDNR0A==,Recoleta,1,1,17,17,85000,Departamento,85
A4+GC6NCIRQsP5tNyQ0Q4g==,Palermo,2,1,63,46,136000,Departamento,136
STeryei4xfL/qqtSvijSbA==,Palermo,2,1,49,46,90000,Departamento,90
pJ7HqRg8qeCJSmTiXp6HHQ==,Palermo,2,1,62,35,128000,Departamento,128
pnOUYp80+zxaMJVC9a+pIg==,Retiro,2,1,32,32,65000,Departamento,65
nFGf2skmykg7PcKSVxpbsg==,Belgrano,2,1,66,66,146000,Departamento,146
Dv2txNp6/WOUjWroCbuVUw==,Recoleta,1,1,38,33,130000,Departamento,130
b5wOXeCoOJo/zEJX3CUgfw==,Villa Crespo,2,1,35,35,69900,Departamento,70
10WKp6Lhh0YZ6SSPRCMSRQ==,Boedo,2,1,49,42,92000,PH,92
mcBrflKrBerTtuJl79V5IQ==,Boedo,2,1,30,30,57000,Departamento,57
Lja+9D9fyRtgVztL3m27gw==,Flores,2,1,49,44,69900,Departamento,70
e2YGBCFewWmW0qsoczUKuw==,Flores,2,1,36,34,70000,Departamento,70
saeU5hgN12FgTX3gNDvbyA==,Flores,2,1,103,50,139000,Departamento,139
OMi1l7qYTQLTOlpudm45LA==,Flores,2,1,38,35,110000,Departamento,110
hrkxnyKtKxtZoXpJMgUsFQ==,Nuñez,1,1,38,35,98000,Departamento,98
QbsUUNi4PqbzAJ52T6MMvQ==,Almagro,2,1,35,35,63000,Departamento,63
d1rhLF/JdEIwn3gVExE2JA==,Almagro,2,1,38,33,59000,Departamento,59
ZImG8wR6H8376jhQVSiHXA==,Palermo,2,1,68,54,210000,Departamento,210
CB8mV3ci/7XdDfTsg+aT7g==,Palermo,2,1,80,70,350000,Departamento,350
970LlegIBdXA3cAvym42Qg==,Palermo,2,1,68,48,210000,Departamento,210
/EfMZNIMzF++TucwBWNu7A==,Palermo,2,1,53,32,120000,Departamento,120
MYtwBXRi6ogw4UvpEJSPZQ==,Palermo,1,1,38,35,98000,Departamento,98
1dCBhEznGBzs6otDMByb9Q==,Palermo,2,1,64,55,156000,Departamento,156
Lap59Xblao4Ji+Mmzs2Vng==,Palermo,2,1,56,53,148000,Departamento,148
Is4AiOd54EsnpRTuOj/1Lw==,Palermo,2,1,68,54,177000,Departamento,177
B2ENnwBBe4EAZ8SRcQY6Xw==,Palermo,2,1,80,70,350000,Departamento,350
C1HQAixrsYzvZzBj9KyDKw==,Palermo,2,1,39,39,85000,Departamento,85
rFAP3jgC6NJMS6dJm3bIPg==,Belgrano,2,1,53,50,140000,Departamento,140
MRLilVBEf/o8ZEsRXAp8RA==,Belgrano,2,1,53,48,197000,Departamento,197
Zz0zv6+di3H6mcrSYcwWNw==,Belgrano,2,1,35,35,87000,Departamento,87
/Xb6Fsx95KicEdNQvgqxrw==,Belgrano,2,1,37,35,90000,Departamento,90
0wQx5qI9woRS73n/aB+aFw==,Belgrano,2,1,51,49,140000,Departamento,140
/7kW0AsBjjyfYeKB1mtG/g==,Belgrano,2,1,54,44,295000,Departamento,295
7vh4JHywM5rmJvrVjITKkQ==,Belgrano,2,1,53,53,139000,Departamento,139
sqBENU0ZdyLYq4hTBa6eTA==,Recoleta,2,1,43,40,84000,Departamento,84
BPcDIxRQ+5T6mdAzT6BAJQ==,Recoleta,1,1,55,46,184571,Departamento,185
4KksUfUfQbqyfsW3ePa3JA==,Balvanera,1,1,39,30,108612,Departamento,109
Tvh8RVESQ2OahtXA/mNf6w==,Balvanera,2,1,51,46,131509,Departamento,132
tYhwJ61kxECiIu2ef2iS3Q==,Balvanera,2,1,35,35,47900,Departamento,48
YzgY35DU9s11kF6WHC7GnA==,Balvanera,2,1,36,35,78000,Departamento,78
7T7qp+aqk00WtPX0iU39bw==,Colegiales,2,1,60,57,129000,Departamento,129
9BYLLogYxHfvV5Ehm5UrMA==,Barrio Norte,2,1,56,47,175000,Departamento,175
ghPWJkFioHy/PC0DRgSmag==,Barrio Norte,1,1,55,46,184571,Departamento,185
kXwq27/O6e6mzUn79ZVFjA==,San Nicolás,2,1,42,42,82000,Departamento,82
6xKar4PT1Od78lfqicLseQ==,Villa Crespo,1,1,48,45,110000,Departamento,110
Ao8Tz3k/eAetQ2YNb61Rkw==,Villa Crespo,2,1,46,43,108000,Departamento,108
EwJ/AYwF4RqA4+nPSk3eYg==,Villa Urquiza,2,1,50,47,140000,Departamento,140
mDKTlSh9UdAmySut0Rj9MA==,Parque Chacabuco,2,1,49,42,92000,Departamento,92
CjHJ/d2s1fq4KrXRZGk1wg==,Parque Chacabuco,2,1,41,38,95000,Departamento,95
8yO56oQkX+kbloV96vqFBQ==,Parque Chacabuco,2,1,42,39,90000,Departamento,90
8ITlg8T1Z9s+Rjlk9bfMFw==,Parque Chacabuco,2,1,30,30,60000,Departamento,60
h4Bu8ZBjUE2lR5LS94VTUg==,Villa del Parque,2,1,47,43,90000,Departamento,90
SN/hR8F+/Vw+/FAWG00vOw==,Villa del Parque,2,1,55,46,107000,Departamento,107
tPsNlNqYiTGGKfpnysPCsg==,Villa del Parque,2,1,55,46,105000,Departamento,105
w1pdMuwsoYMCuRfBTNsMoA==,Villa del Parque,2,1,43,40,104000,Departamento,104
t2UWEGxNkmfAYcLr1CzDyg==,Villa del Parque,2,1,47,43,96000,Departamento,96
AqcIwJbQnb5KmCKGamPdfQ==,Villa del Parque,2,1,55,46,107000,Departamento,107
688OeRDHgiKq/H2zIb1VIg==,Villa del Parque,2,1,55,46,105000,Departamento,105
0gAbcdKv9NsyG2ez9ViU+w==,Villa del Parque,2,1,55,46,107000,Departamento,107
ArmueQEhDqNopLKD1gOfFw==,Villa del Parque,2,1,63,43,102000,Departamento,102
LFFYOwMmwqyGjRQFxMtcSQ==,Villa del Parque,2,1,47,43,90000,Departamento,90
Ge35XpX28D+2SDxE7hes2Q==,Villa del Parque,2,1,63,50,170000,Departamento,170
uRTTlpIWcZCAxoS4QdcUuw==,Villa del Parque,2,1,47,43,90000,Departamento,90
rrny5G2wIiHotermQtNusA==,Villa del Parque,2,1,47,43,90000,Departamento,90
4+6+rNYWwu7sPOgEbD0aPQ==,Villa del Parque,2,1,75,46,115000,Departamento,115
DcqORSyxbsaWFuvdYUfV6g==,Villa del Parque,2,1,47,43,96000,Departamento,96
By+GeQNqzoRJNI2mEHdf3Q==,Palermo,3,1,90,63,199500,Departamento,200
ADl6gChb/cVdkqaPZ49vIA==,San Telmo,3,1,74,67,115000,Departamento,115
Fkgiox/36Ny7TW1RTp1mMA==,Parque Chacabuco,3,1,83,79,207500,Departamento,208
KRaImefpIl8/jRKsTDb87A==,Palermo,3,2,166,91,250000,Departamento,250
8GnCZyAJpvjgFw2A9QEk0g==,Recoleta,3,1,66,66,129900,Departamento,130
19hDmREf9wNsFEB84MhCHw==,Flores,3,1,207,90,160000,PH,160
D4SPc1rJ3u4730DquOjeBA==,Palermo,3,1,59,58,155000,PH,155
EU12C4hMBwC7+JHH2pMdxQ==,Villa Crespo,3,2,65,61,140000,PH,140
Ns9t6Y6SAuhqCs1u1XH88A==,Villa Pueyrredón,3,1,94,62,135000,PH,135
0g1gToEB3Q38m9B3zkLdSw==,Nuñez,3,1,58,49,130000,Departamento,130
VcgOWKqMn8N/yodjDrkruw==,Almagro,3,1,65,57,129000,Departamento,129
k+oRCunvko78l7F1GBp0XQ==,Almagro,3,1,78,70,150000,Departamento,150
obakl8jVo4jWrQTpSFP4uQ==,Almagro,3,1,49,46,83000,Departamento,83
9Aax6G/Qmb4InObWHrrfsQ==,Liniers,3,1,74,65,185000,Departamento,185
DoTHkS/VCa7ge9851RYskQ==,Palermo,3,1,69,61,107000,Departamento,107
c53FdYLySYVVYbh5C1UbHQ==,Palermo,3,1,88,84,339000,Departamento,339
2bvJMIRrA86p2DHc9KR7zQ==,Belgrano,3,1,96,86,230000,Departamento,230
K75QJdNHuqnZtPy+HejE9Q==,Belgrano,3,1,54,45,228000,Departamento,228
eMDO/4v7DZaZjvCIWmG6Nw==,Belgrano,3,2,77,77,249000,Departamento,249
vMvcpGz2qsQ7iL9Dx//BYw==,Congreso,3,1,54,54,75000,Departamento,75
TWejfQsfxAEbjBOJt4QKXQ==,Congreso,3,1,56,52,79500,Departamento,80
uOaW7QZyVkA7J6vT1sch+w==,Floresta,3,1,104,87,270000,Departamento,270
K6LznVNLK0rAgVLPmcv5rw==,Floresta,3,1,104,87,275000,Departamento,275
moWJA505WMk+88YIvvI6mQ==,Floresta,3,1,104,87,265000,Departamento,265
cAc0irhd08vGCCzWOJjNEw==,Recoleta,3,1,105,96,460206,Departamento,460
sES/MmU/H+USik9ZB1u4vg==,Recoleta,3,1,84,83,145000,Departamento,145
9Z4+CRiHnDuegzc2oXe/iA==,Recoleta,3,2,74,68,177000,Departamento,177
zy61War6Exs334ULycB9QA==,Balvanera,3,1,54,54,75000,Departamento,75
FMkdWMuL4EK6bUOe4UEQPQ==,Caballito,3,2,63,63,220000,Departamento,220
JlV/a7648+MNf7hfSwUeDQ==,Caballito,3,2,87,78,240000,Departamento,240
cdDhqCUaJuYGJHZKl9XPNg==,Caballito,3,2,87,78,265000,Departamento,265
KGAs0JvtyF5n1U1GrnJFZA==,Caballito,3,2,100,100,120000,Departamento,120
AJXW2ZF4jDlkl2tnEgzXOw==,Caballito,3,2,87,78,280000,Departamento,280
mgNg16Nu5XPHZa0EL3V0Yg==,Caballito,3,2,87,78,230000,Departamento,230
Idq9zdkhO18WjCnuNX9gsA==,Monserrat,3,1,52,52,95000,Departamento,95
qpJXGDi5TBUlGDQzuO+ghA==,Barrio Norte,3,1,56,56,125000,Departamento,125
uTsjoFfFg22Uef5E6xI9sw==,Barrio Norte,3,1,105,96,460206,Departamento,460
5Jrr7IGvDwKTDVFthpgZhw==,Barrio Norte,3,1,98,93,200000,Departamento,200
LpBZmvrQIP8NfMWjX869vw==,Villa Crespo,3,1,69,61,107000,Departamento,107
HQKe6XmIgW1jPMyxiu3GZQ==,Villa Crespo,3,2,69,69,105000,Departamento,105
xBi/aqvQNdIxiXxACeSiSA==,Puerto Madero,3,2,126,126,700000,Departamento,700
YbqcKlLMjFp6vscICYq1BQ==,San Cristobal,3,1,79,75,118000,Departamento,118
4XcMG7fpYsN0+gaF9fx9eg==,Villa Urquiza,3,1,70,60,210000,Departamento,210
RtxplyB51hZPAcBA2/f51g==,Villa Urquiza,3,2,65,60,115000,Departamento,115
yEho5jJay0uSUgiQLR66Qg==,Villa Urquiza,3,2,68,62,160000,Departamento,160
pUeND1/b6owtCuOqzy75MA==,Villa Urquiza,3,1,88,88,159000,Departamento,159
Vkvcjm0G08r/xfI6Bnj0Kw==,Parque Chacabuco,3,1,79,72,170000,Departamento,170
7LjNujGXIP/FqgcrgiqO/w==,Villa Crespo,4,1,57,52,120000,Departamento,120
qFIR3AS7pf7PQq+WY4ygPw==,Palermo,4,3,317,198,500000,PH,500
2OHkcNA9pzmT1ZV35uC4DA==,Barracas,4,1,149,116,117000,PH,117
UmasDmyNu+u9ZcVoplTVsQ==,Villa Devoto,4,2,220,120,450000,PH,450
nlSOUomQQCwyRHweVe7p1w==,Villa Santa Rita,5,3,260,200,320000,PH,320
UAVR6hoTuUN8lCjo06115w==,Villa del Parque,5,1,260,260,230000,PH,230
X7thn/zDbo3nAgW80+byrQ==,Liniers,4,3,180,160,259000,Casa,259
zONXIoR3bDTZ0i0R5FL/ZQ==,Palermo,7,4,288,244,895000,Casa,895
MYQzY2sOlxPqQDV1AUNsEw==,Flores,4,2,160,147,340000,Departamento,340
sDfd8BKkEGdkfiEwWNvYYw==,Flores,4,3,147,129,420000,Departamento,420
ncNBMLg2zj08yyn22Hr4dg==,Flores,4,3,105,105,140000,Departamento,140
1cdoHunTXtMP51q89gc+3g==,Nuñez,4,2,128,119,300000,Departamento,300
Onu5f8IAlVYIo83UVbUxpg==,Retiro,4,3,200,182,740000,Departamento,740
0963h6Hqx9+qwmx7c7N1mQ==,Almagro,4,1,190,150,280000,Departamento,280
h+QlEg440GnvJYHE0J0o0Q==,Almagro,4,3,102,93,220000,Departamento,220
oYYJvrjRrLFzh9o2Gt7AUQ==,Coghlan,4,2,154,129,355000,Departamento,355
3taXTTplf+UvMQXK2dvUUg==,Liniers,4,2,101,95,280000,Departamento,280
64KDkxhAef2F7AiwjXeM3A==,Liniers,4,3,90,80,260000,Departamento,260
3jP9m9yhzh8c9UhMc+nFmg==,Palermo,4,3,413,271,790000,Departamento,790
N75rIso0a8oJrjvusbauCQ==,Palermo,4,1,97,90,205000,Departamento,205
5/+5AShYMqUwlVe3Kk5cFQ==,Palermo,4,1,70,67,199000,Departamento,199
Qf9uZPH+BlKohlpQo0MnLw==,Belgrano,4,2,103,93,172000,Departamento,172
/AGMFObk4jnS0HCJM2v8fw==,Belgrano,3,1,84,77,195000,Departamento,195
sEGxCHeDrqOk44DLdG7i9A==,Belgrano,4,2,113,96,270000,Departamento,270
crRio9Z5oiCEzERdJzsc9g==,Belgrano,4,2,83,83,250000,Departamento,250
mvcJl+zKDZp+HAv2gafP4w==,Belgrano,4,2,76,74,190000,Departamento,190
O+GCAPz+0h7GxPNNRbW+pw==,Belgrano,4,3,100,88,330000,Departamento,330
YcdXJo7z6hGtFZfo3E5GDQ==,Congreso,4,2,94,88,159500,Departamento,160
3nERUxZ2ggBH81Oty4eyTw==,Recoleta,4,3,108,98,215000,Departamento,215
6c02vM0ZlQbu/whP0V19PA==,Recoleta,4,3,299,241,1500000,Departamento,1500
ZJyl6I6UZNLSE1E7Ojjyrg==,Recoleta,4,2,120,115,280000,Departamento,280
HpARzdB/0zemaNvjp/QXyg==,Balvanera,4,2,94,88,159500,Departamento,160
